course_id,instructor_id,lecture_id
12,2086fb93-7036-4127-b46f-14b11794fd56,140
12,5922b91c-31eb-443e-b15f-acbae8cf8831,141
13,449de61b-f2b5-406f-8445-17b960996d0a,142
5,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,143
12,449de61b-f2b5-406f-8445-17b960996d0a,144
22,59424c88-808c-4285-b95a-607928e016a1,145
19,57a87455-1a19-4d48-90c9-bd9040670f85,146
9,fc70f172-e0d8-4202-a83b-a8d6cc75de10,147
22,fe8c95dc-f314-472c-a317-83d7bb76fbc9,148
3,d7e101e3-1c37-4827-872a-2a9e7994aaab,149
14,0be1929c-a780-4078-9e98-6df4cf99c936,150
7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,151
17,80dad91e-02f0-4182-ae63-9bfe710a66b9,152
5,449de61b-f2b5-406f-8445-17b960996d0a,153
10,59424c88-808c-4285-b95a-607928e016a1,154
16,d8e46018-304b-49b7-bb5b-d128007be5bd,155
8,6ddac491-3bfa-420a-8098-f3c741f530b6,156
11,c3c774e8-72c0-43bf-8075-97856dc04866,157
12,1a544d73-a68c-4d6c-8d83-98d999716ab5,158
3,cff4ee54-8789-46e5-a995-15c0dea35275,159
11,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,160
9,d7e101e3-1c37-4827-872a-2a9e7994aaab,161
16,59424c88-808c-4285-b95a-607928e016a1,162
14,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,163
17,55a493f1-a88a-4fe2-b666-b93388223926,164
11,d8e46018-304b-49b7-bb5b-d128007be5bd,165
21,2f638a13-eb24-4d61-ad54-7aaf0b822823,166
20,72d8246e-bd38-49b2-88c7-96f11c51f1fb,167
14,c0969d1b-26f7-4e83-9b27-3a4a0551f760,168
9,309c4ad8-2776-4955-b1b5-8ab5409090ad,169
11,21f1397e-1a61-401a-bc67-1e74523bf8d8,170
1,d372a3ee-4ff5-48df-a5f2-7da725570f5e,171
19,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,172
17,0eb47436-5e7e-4cba-99f5-fad4a55378c2,173
11,309c4ad8-2776-4955-b1b5-8ab5409090ad,174
2,55a493f1-a88a-4fe2-b666-b93388223926,175
4,e1cf4dad-91e9-442f-857c-910eccf92228,176
3,57a87455-1a19-4d48-90c9-bd9040670f85,177
22,1a544d73-a68c-4d6c-8d83-98d999716ab5,178
13,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,179
3,59424c88-808c-4285-b95a-607928e016a1,180
17,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,181
2,fc70f172-e0d8-4202-a83b-a8d6cc75de10,182
1,5922b91c-31eb-443e-b15f-acbae8cf8831,183
11,a12b297c-6ca7-436c-8318-08b5a05e1eea,184
6,6ddac491-3bfa-420a-8098-f3c741f530b6,185
18,d4fba2d9-c269-4d11-82f8-e94787f74bc1,186
19,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,187
2,aec9a7a7-c8be-461b-8047-f0c97726edf1,188
14,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,189
6,5922b91c-31eb-443e-b15f-acbae8cf8831,190
3,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,191
17,c8a0eed4-ccd5-46fc-8b97-64b89728d342,192
7,59424c88-808c-4285-b95a-607928e016a1,193
12,8913dd3b-624d-4610-837e-ca0063075e6b,194
13,8913dd3b-624d-4610-837e-ca0063075e6b,195
4,59424c88-808c-4285-b95a-607928e016a1,196
1,55a493f1-a88a-4fe2-b666-b93388223926,197
20,c3c774e8-72c0-43bf-8075-97856dc04866,198
11,d3f82f56-4d74-4c26-a4c7-d20f153383cb,199
10,6ddac491-3bfa-420a-8098-f3c741f530b6,200
9,cff4ee54-8789-46e5-a995-15c0dea35275,201
6,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,202
21,df3e4352-c037-4293-aeb8-74b7aae6fb8a,203
14,309c4ad8-2776-4955-b1b5-8ab5409090ad,204
10,309c4ad8-2776-4955-b1b5-8ab5409090ad,205
3,b53f72f1-d162-4f47-a6af-c538db450833,206
18,c0969d1b-26f7-4e83-9b27-3a4a0551f760,207
10,80dad91e-02f0-4182-ae63-9bfe710a66b9,208
19,8913dd3b-624d-4610-837e-ca0063075e6b,209
18,6ddac491-3bfa-420a-8098-f3c741f530b6,210
2,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,211
6,fe8c95dc-f314-472c-a317-83d7bb76fbc9,212
3,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,213
16,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,214
10,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,215
5,aec9a7a7-c8be-461b-8047-f0c97726edf1,216
6,72d8246e-bd38-49b2-88c7-96f11c51f1fb,217
11,ba2adea1-5399-4c45-9c94-9f26f726f62e,218
9,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,219
2,e1cf4dad-91e9-442f-857c-910eccf92228,220
4,1a544d73-a68c-4d6c-8d83-98d999716ab5,221
8,d8e46018-304b-49b7-bb5b-d128007be5bd,222
17,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,223
3,d3f82f56-4d74-4c26-a4c7-d20f153383cb,224
17,d7e101e3-1c37-4827-872a-2a9e7994aaab,225
18,c3453dc3-772c-4d3b-b535-e058788237ed,226
16,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,227
7,79463069-f838-4edd-9438-cdc4c95e75a2,228
13,aec9a7a7-c8be-461b-8047-f0c97726edf1,229
3,5922b91c-31eb-443e-b15f-acbae8cf8831,230
22,fc70f172-e0d8-4202-a83b-a8d6cc75de10,231
16,aec9a7a7-c8be-461b-8047-f0c97726edf1,232
4,449de61b-f2b5-406f-8445-17b960996d0a,233
20,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,234
22,0be1929c-a780-4078-9e98-6df4cf99c936,235
9,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,236
6,21f1397e-1a61-401a-bc67-1e74523bf8d8,237
5,b53f72f1-d162-4f47-a6af-c538db450833,238
6,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,239
5,6ddac491-3bfa-420a-8098-f3c741f530b6,240
1,0be1929c-a780-4078-9e98-6df4cf99c936,241
15,1a544d73-a68c-4d6c-8d83-98d999716ab5,242
13,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,243
6,55a493f1-a88a-4fe2-b666-b93388223926,244
17,c3453dc3-772c-4d3b-b535-e058788237ed,245
18,80dad91e-02f0-4182-ae63-9bfe710a66b9,246
8,55a493f1-a88a-4fe2-b666-b93388223926,247
13,309c4ad8-2776-4955-b1b5-8ab5409090ad,248
5,d372a3ee-4ff5-48df-a5f2-7da725570f5e,249
18,8913dd3b-624d-4610-837e-ca0063075e6b,250
16,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,251
14,72d8246e-bd38-49b2-88c7-96f11c51f1fb,252
10,21f1397e-1a61-401a-bc67-1e74523bf8d8,253
17,59424c88-808c-4285-b95a-607928e016a1,254
1,c8a0eed4-ccd5-46fc-8b97-64b89728d342,255
7,2f638a13-eb24-4d61-ad54-7aaf0b822823,256
20,d372a3ee-4ff5-48df-a5f2-7da725570f5e,257
11,2086fb93-7036-4127-b46f-14b11794fd56,258
17,a12b297c-6ca7-436c-8318-08b5a05e1eea,259
21,c0969d1b-26f7-4e83-9b27-3a4a0551f760,260
22,8913dd3b-624d-4610-837e-ca0063075e6b,261
21,d372a3ee-4ff5-48df-a5f2-7da725570f5e,262
6,1a544d73-a68c-4d6c-8d83-98d999716ab5,263
8,72d8246e-bd38-49b2-88c7-96f11c51f1fb,264
21,fc70f172-e0d8-4202-a83b-a8d6cc75de10,265
10,c8a0eed4-ccd5-46fc-8b97-64b89728d342,266
13,57a87455-1a19-4d48-90c9-bd9040670f85,267
17,8eb8ab26-579c-4927-8866-9f0cfb37824a,268
8,5922b91c-31eb-443e-b15f-acbae8cf8831,269
15,d7e101e3-1c37-4827-872a-2a9e7994aaab,270
20,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,271
7,0be1929c-a780-4078-9e98-6df4cf99c936,272
4,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,273
2,295c30fe-615a-4769-bade-21c7e3e975a9,274
6,cff4ee54-8789-46e5-a995-15c0dea35275,275
3,ba2adea1-5399-4c45-9c94-9f26f726f62e,276
21,8913dd3b-624d-4610-837e-ca0063075e6b,277
21,d7e101e3-1c37-4827-872a-2a9e7994aaab,278
10,fe8c95dc-f314-472c-a317-83d7bb76fbc9,279
11,c3453dc3-772c-4d3b-b535-e058788237ed,280
5,1a544d73-a68c-4d6c-8d83-98d999716ab5,281
4,21f1397e-1a61-401a-bc67-1e74523bf8d8,282
14,df3e4352-c037-4293-aeb8-74b7aae6fb8a,283
16,8eb8ab26-579c-4927-8866-9f0cfb37824a,284
12,59424c88-808c-4285-b95a-607928e016a1,285
16,5922b91c-31eb-443e-b15f-acbae8cf8831,286
8,2f638a13-eb24-4d61-ad54-7aaf0b822823,287
19,a12b297c-6ca7-436c-8318-08b5a05e1eea,288
18,57a87455-1a19-4d48-90c9-bd9040670f85,289
13,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,290
20,2f638a13-eb24-4d61-ad54-7aaf0b822823,291
11,d7e101e3-1c37-4827-872a-2a9e7994aaab,292
19,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,293
7,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,294
6,309c4ad8-2776-4955-b1b5-8ab5409090ad,295
2,d7e101e3-1c37-4827-872a-2a9e7994aaab,296
6,2086fb93-7036-4127-b46f-14b11794fd56,297
7,c8a0eed4-ccd5-46fc-8b97-64b89728d342,298
2,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,299
3,e09c188d-aea7-4cf2-9bb6-6eed739db033,300
8,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,301
13,d372a3ee-4ff5-48df-a5f2-7da725570f5e,302
1,d3f82f56-4d74-4c26-a4c7-d20f153383cb,303
7,d7e101e3-1c37-4827-872a-2a9e7994aaab,304
3,fe8c95dc-f314-472c-a317-83d7bb76fbc9,305
10,c3c774e8-72c0-43bf-8075-97856dc04866,306
20,df3e4352-c037-4293-aeb8-74b7aae6fb8a,307
17,b53f72f1-d162-4f47-a6af-c538db450833,308
13,5922b91c-31eb-443e-b15f-acbae8cf8831,309
16,295c30fe-615a-4769-bade-21c7e3e975a9,310
12,cff4ee54-8789-46e5-a995-15c0dea35275,311
18,0be1929c-a780-4078-9e98-6df4cf99c936,312
20,b53f72f1-d162-4f47-a6af-c538db450833,313
17,57a87455-1a19-4d48-90c9-bd9040670f85,314
7,72d8246e-bd38-49b2-88c7-96f11c51f1fb,315
17,d8e46018-304b-49b7-bb5b-d128007be5bd,316
18,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,317
21,61b6a185-51b2-47f0-bfa2-7c6615e9e145,318
15,e09c188d-aea7-4cf2-9bb6-6eed739db033,319
8,e1cf4dad-91e9-442f-857c-910eccf92228,320
21,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,321
16,1a544d73-a68c-4d6c-8d83-98d999716ab5,322
18,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,323
21,309c4ad8-2776-4955-b1b5-8ab5409090ad,324
20,449de61b-f2b5-406f-8445-17b960996d0a,325
18,e09c188d-aea7-4cf2-9bb6-6eed739db033,326
11,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,327
9,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,328
6,d372a3ee-4ff5-48df-a5f2-7da725570f5e,329
13,1a544d73-a68c-4d6c-8d83-98d999716ab5,330
5,d4fba2d9-c269-4d11-82f8-e94787f74bc1,331
15,57a87455-1a19-4d48-90c9-bd9040670f85,332
9,2f638a13-eb24-4d61-ad54-7aaf0b822823,333
1,8913dd3b-624d-4610-837e-ca0063075e6b,334
17,c3c774e8-72c0-43bf-8075-97856dc04866,335
2,79463069-f838-4edd-9438-cdc4c95e75a2,336
9,d8e46018-304b-49b7-bb5b-d128007be5bd,337
10,aec9a7a7-c8be-461b-8047-f0c97726edf1,338
1,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,339
9,c0969d1b-26f7-4e83-9b27-3a4a0551f760,340
20,ba2adea1-5399-4c45-9c94-9f26f726f62e,341
4,b53f72f1-d162-4f47-a6af-c538db450833,342
21,1a544d73-a68c-4d6c-8d83-98d999716ab5,343
1,b53f72f1-d162-4f47-a6af-c538db450833,344
7,aec9a7a7-c8be-461b-8047-f0c97726edf1,345
7,8eb8ab26-579c-4927-8866-9f0cfb37824a,346
22,2086fb93-7036-4127-b46f-14b11794fd56,347
20,8eb8ab26-579c-4927-8866-9f0cfb37824a,348
16,c0969d1b-26f7-4e83-9b27-3a4a0551f760,349
15,309c4ad8-2776-4955-b1b5-8ab5409090ad,350
12,0be1929c-a780-4078-9e98-6df4cf99c936,351
19,d8e46018-304b-49b7-bb5b-d128007be5bd,352
13,c3453dc3-772c-4d3b-b535-e058788237ed,353
5,fc70f172-e0d8-4202-a83b-a8d6cc75de10,354
12,80dad91e-02f0-4182-ae63-9bfe710a66b9,355
14,8eb8ab26-579c-4927-8866-9f0cfb37824a,356
10,2f638a13-eb24-4d61-ad54-7aaf0b822823,357
7,df3e4352-c037-4293-aeb8-74b7aae6fb8a,358
20,80dad91e-02f0-4182-ae63-9bfe710a66b9,359
22,6ddac491-3bfa-420a-8098-f3c741f530b6,360
1,2f638a13-eb24-4d61-ad54-7aaf0b822823,361
12,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,362
22,e1cf4dad-91e9-442f-857c-910eccf92228,363
11,59424c88-808c-4285-b95a-607928e016a1,364
12,79463069-f838-4edd-9438-cdc4c95e75a2,365
7,ba2adea1-5399-4c45-9c94-9f26f726f62e,366
22,e09c188d-aea7-4cf2-9bb6-6eed739db033,367
4,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,368
5,e1cf4dad-91e9-442f-857c-910eccf92228,369
12,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,370
22,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,371
15,e1cf4dad-91e9-442f-857c-910eccf92228,372
15,a12b297c-6ca7-436c-8318-08b5a05e1eea,373
6,61b6a185-51b2-47f0-bfa2-7c6615e9e145,374
4,df3e4352-c037-4293-aeb8-74b7aae6fb8a,375
14,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,376
13,d7e101e3-1c37-4827-872a-2a9e7994aaab,377
19,21f1397e-1a61-401a-bc67-1e74523bf8d8,378
7,e1cf4dad-91e9-442f-857c-910eccf92228,379
21,59424c88-808c-4285-b95a-607928e016a1,380
14,59424c88-808c-4285-b95a-607928e016a1,381
22,d4fba2d9-c269-4d11-82f8-e94787f74bc1,382
5,cff4ee54-8789-46e5-a995-15c0dea35275,383
20,aec9a7a7-c8be-461b-8047-f0c97726edf1,384
1,80dad91e-02f0-4182-ae63-9bfe710a66b9,385
7,55a493f1-a88a-4fe2-b666-b93388223926,386
10,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,387
10,8913dd3b-624d-4610-837e-ca0063075e6b,388
2,6ddac491-3bfa-420a-8098-f3c741f530b6,389
16,79463069-f838-4edd-9438-cdc4c95e75a2,390
18,449de61b-f2b5-406f-8445-17b960996d0a,391
6,c3453dc3-772c-4d3b-b535-e058788237ed,392
16,2086fb93-7036-4127-b46f-14b11794fd56,393
7,c3453dc3-772c-4d3b-b535-e058788237ed,394
2,c0969d1b-26f7-4e83-9b27-3a4a0551f760,395
18,a12b297c-6ca7-436c-8318-08b5a05e1eea,396
10,c3453dc3-772c-4d3b-b535-e058788237ed,397
3,e1cf4dad-91e9-442f-857c-910eccf92228,398
22,b53f72f1-d162-4f47-a6af-c538db450833,399
19,8eb8ab26-579c-4927-8866-9f0cfb37824a,400
3,80dad91e-02f0-4182-ae63-9bfe710a66b9,401
14,d4fba2d9-c269-4d11-82f8-e94787f74bc1,402
15,59424c88-808c-4285-b95a-607928e016a1,403
17,21f1397e-1a61-401a-bc67-1e74523bf8d8,404
2,80dad91e-02f0-4182-ae63-9bfe710a66b9,405
16,c8a0eed4-ccd5-46fc-8b97-64b89728d342,406
7,d8e46018-304b-49b7-bb5b-d128007be5bd,407
22,aec9a7a7-c8be-461b-8047-f0c97726edf1,408
16,d3f82f56-4d74-4c26-a4c7-d20f153383cb,409
1,c0969d1b-26f7-4e83-9b27-3a4a0551f760,410
11,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,411
16,fc70f172-e0d8-4202-a83b-a8d6cc75de10,412
9,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,413
16,8913dd3b-624d-4610-837e-ca0063075e6b,414
16,df3e4352-c037-4293-aeb8-74b7aae6fb8a,415
1,c3c774e8-72c0-43bf-8075-97856dc04866,416
3,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,417
15,b53f72f1-d162-4f47-a6af-c538db450833,418
13,df3e4352-c037-4293-aeb8-74b7aae6fb8a,419
6,d8e46018-304b-49b7-bb5b-d128007be5bd,420
17,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,421
19,309c4ad8-2776-4955-b1b5-8ab5409090ad,422
5,2f638a13-eb24-4d61-ad54-7aaf0b822823,423
13,55a493f1-a88a-4fe2-b666-b93388223926,424
15,d372a3ee-4ff5-48df-a5f2-7da725570f5e,425
5,2086fb93-7036-4127-b46f-14b11794fd56,426
11,c8a0eed4-ccd5-46fc-8b97-64b89728d342,427
16,e09c188d-aea7-4cf2-9bb6-6eed739db033,428
11,79463069-f838-4edd-9438-cdc4c95e75a2,429
21,295c30fe-615a-4769-bade-21c7e3e975a9,430
22,c8a0eed4-ccd5-46fc-8b97-64b89728d342,431
4,fe8c95dc-f314-472c-a317-83d7bb76fbc9,432
10,ba2adea1-5399-4c45-9c94-9f26f726f62e,433
18,d372a3ee-4ff5-48df-a5f2-7da725570f5e,434
11,61b6a185-51b2-47f0-bfa2-7c6615e9e145,435
15,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,436
10,1a544d73-a68c-4d6c-8d83-98d999716ab5,437
19,cff4ee54-8789-46e5-a995-15c0dea35275,438
11,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,439
1,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,440
16,c3c774e8-72c0-43bf-8075-97856dc04866,441
6,c0969d1b-26f7-4e83-9b27-3a4a0551f760,442
20,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,443
9,d372a3ee-4ff5-48df-a5f2-7da725570f5e,444
15,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,445
13,fe8c95dc-f314-472c-a317-83d7bb76fbc9,446
2,309c4ad8-2776-4955-b1b5-8ab5409090ad,447
2,72d8246e-bd38-49b2-88c7-96f11c51f1fb,448
20,c3453dc3-772c-4d3b-b535-e058788237ed,449
22,d3f82f56-4d74-4c26-a4c7-d20f153383cb,450
